1681,江苏省南京市海宇公寓,118.804818,32.040498
1682,江苏省南京市武夷商城,118.827043,31.971877
1683,江苏省南京市新河一村,118.742412,32.075046
1684,江苏省南京市清河新寓一村,118.73785,32.047748
1685,江苏省南京市锁金村68号,118.821489,32.077388
1686,江苏省南京市铁匠营小区,118.85826,32.04478
1687,江苏省南京市虎踞关小区,118.770123,32.057525
1688,江苏省南京市太古山庄,118.759307,32.08683
1689,江苏省南京市东方名苑,118.788352,32.044827
1690,江苏省南京市定淮门大街小区,116.410665,39.947165
1691,江苏省南京市南秀大厦,118.780193,32.060566
1692,江苏省南京市清润园小区,118.712021,31.969383
1711,江苏省南京市盛世公馆,118.753947,32.020806
1712,江苏省南京市宁夏路小区,118.772708,32.072523
1713,江苏省南京市茶花里小区,118.756063,32.04163
1714,江苏省南京市天地新城,118.8337,31.977304
1715,江苏省南京市北极西村,118.795536,32.067288
1716,江苏省南京市左邻右里玉桂苑,118.816814,31.963233
1717,江苏省南京市万达东坊小区,118.749161,32.038172
1718,江苏省南京市堂子街小区,118.829452,32.030424
1719,江苏省南京市五矿御江金城,118.719641,32.023814
1741,江苏省南京市黄家圩,118.801131,32.097774
1742,江苏省南京市新河二村,118.740548,32.07226
1743,江苏省南京市正泰大厦,118.746267,32.070158
1744,江苏省南京市天坛新村,118.839489,32.024294
1745,江苏省南京市辰龙广场,118.744606,32.050577
1771,江苏省南京市百子亭后小区,118.793538,32.07333
1772,江苏省南京市苏宁睿城,118.728196,32.039026
1773,江苏省南京市新百花园,118.760794,32.019323
1774,江苏省南京市东井村3号小区,118.808127,32.104405
1775,江苏省南京市辰龙雅苑,118.740115,32.060568
1776,江苏省南京市紫荆国际公寓,118.799475,31.998442
1777,江苏省南京市博学苑玉兰园,118.907235,31.93173
1778,江苏省南京市鸡鸣山庄,118.798658,32.068102
1801,江苏省南京市大纱帽巷38号小区,118.799361,32.05688
1802,江苏省南京市莱蒙水榭春天花园,118.733416,32.028277
1803,江苏省南京市碧桂园凤凰城,118.826679,31.936079
1804,江苏省南京市淮海路小区,118.795693,32.043452
1805,江苏省南京市时代华府,118.796858,32.063219
1831,江苏省南京市锁金村84号,118.821489,32.077388
1832,江苏省南京市珠江路小区,118.795519,32.056603
1833,江苏省南京市世茂滨江新城,118.741049,32.083213
1834,江苏省南京市湖畔水竹苑,118.826257,31.94897
1835,江苏省南京市南湾营宁康苑,118.912006,32.047747
1836,江苏省南京市龙湖紫都城,118.786223,32.098819
1861,江苏省南京市万科尚都荟,118.814519,31.976813
1862,江苏省南京市鲁迅园,118.767473,32.083822
1863,江苏省南京市江宁银亿东城十一街区,118.95243,32.071262
1864,江苏省南京市东郊小镇第八街区,118.953535,32.063079
1865,江苏省南京市洪武路小区,118.793699,32.04167
1866,江苏省南京市廖家巷小区,118.790722,32.091045
1867,江苏省南京市明月港湾,118.839571,31.982772
1868,江苏省南京市恒盛金陵湾,118.739571,32.074772
1869,江苏省南京市城市之光国际公寓,118.886746,31.945501
1870,江苏省南京市文鼎雅苑,118.918684,31.915326
1871,江苏省南京市钟山花园城博雅居,118.853138,32.035717
1872,江苏省南京市锦盈大厦,118.791033,32.084808
1873,江苏省南京市金马郦城西区,118.721453,32.012936
1874,江苏省南京市钓鱼巷小区,118.803068,32.03011
1875,江苏省南京市万达西地,118.742029,32.036
1891,江苏省南京市摩尔特区,118.748558,32.061093
1921,江苏省南京市凤凰花园城金陵园,118.750904,32.047306
1951,江苏省南京市恒盛金陵湾,118.739571,32.074772
1952,江苏省南京市蓝岸亲水湾花园,118.829378,31.959753
1981,江苏省南京市莲花新城南苑,118.720369,31.967761
1982,江苏省南京市居安里小区,118.795691,32.057433
1983,江苏省南京市天玺国际广场,118.73653,32.049656
2011,江苏省南京市武学园小区,118.792047,32.039522
2012,江苏省南京市大香炉小区,118.788495,32.039544
2013,江苏省南京市兰园小区,118.80721,32.061264
2014,江苏省南京市春江佳园,118.761559,31.965585
2015,江苏省南京市申家巷小区,118.803645,32.03679
2016,江苏省南京市锁金一村,118.821588,32.077229
2017,江苏省南京市博学苑银杏园,118.907207,31.929282
2018,江苏省南京市瑞园,118.741545,32.057914
2019,江苏省南京市新世界中心,116.424282,39.904029
2020,江苏省南京市文鼎雅苑,118.918684,31.915326
2021,江苏省南京市吉兆花园,118.792168,32.058925
2022,江苏省南京市金港花园,118.838541,31.985963
2023,江苏省南京市华荣大厦,118.788984,32.051969
